290843 	-0.172233 	0.583705 	-1.24491 	-1.55888 	1.24379 	
29.68	0.290215 	-0.172328 	0.583584 	-1.78039 	-1.56033 	1.77704 	
29.685	0.290229 	-0.172332 	0.583613 	-1.79023 	-1.56031 	1.78687 	
29.69	0.290243 	-0.172335 	0.583641 	-1.79977 	-1.5603 	1.79639 	
29.695	0.290255 	-0.172339 	0.583668 	-1.80887 	-1.56028 	1.80548 	
29.7	0.290265 	-0.172344 	0.583694 	-1.81753 	-1.56026 	1.81413 	
29.705	0.290275 	-0.172349 	0.583719 	-1.82567 	-1.56024 	1.82225 	
29.71	0.290282 	-0.172354 	0.583743 	-1.83326 	-1.56023 	1.82981 	
29.715	0.290289 	-0.172359 	0.583765 	-1.84034 	-1.56021 	1.83687 	
29.72	0.290293 	-0.172365 	0.583787 	-1.84694 	-1.56019 	1.84346 	
29.725	0.290297 	-0.172371 	0.583807 	-1.85316 	-1.56018 	1.84965 	
29.73	0.290299 	-0.172377 	0.583827 	-1.85904 	-1.56017 	1.85551 	
29.735	0.2903 	-0.172384 	0.583846 	-1.86459 	-1.56015 	1.86104 	
29.74	0.2903 	-0.172391 	0.583864 	-1.86975 	-1.56014 	1.86618 	
29.745	0.290298 	-0.172399 	0.583881 	-1.87452 	-1.56013 	1.87093 	
29.75	0.290295 	-0.172406 	0.583898 	-1.87885 	-1.56012 	1.87523 	
29.755	0.290291 	-0.172413 	0.583913 	-1.88276 	-1.56011 	1.87911 	
29.76	0.290286 	-0.172421 	0.583926 	-1.88623 	-1.5601 	1.88256 	
29.765	0.29028 	-0.172429 	0.583939 	-1.88929 	-1.56009 	1.8856 	
29.77	0.290273 	-0.172436 	0.583951 	-1.89192 	-1.56008 	1.8882 	
29.775	0.290266 	-0.172444 	0.583961 	-1.89411 	-1.56008 	1.89037 	
29.78	0.290257 	-0.172451 	0.58397 	-1.89584 	-1.56007 	1.89208 	
29.785	0.290247 	-0.172459 	0.583978 	-1.89713 	-1.56007 	1.89335 	
29.79	0.290237 	-0.172466 	0.583984 	-1.898 	-1.56007 	1.89419 	
29.795	0.290226 	-0.172474 	0.583989 	-1.89846 	-1.56007 	1.89463 	
29.8	0.290214 	-0.172481 	0.583993 	-1.89849 	-1.56007 	1.89464 	
29.805	0.290201 	-0.172488 	0.583996 	-1.89809 	-1.56008 	1.89422 	
29.81	0.290188 	-0.172495 	0.583997 	-1.89725 	-1.56008 	1.89336 	
29.815	0.290175 	-0.172502 	0.583997 	-1.89597 	-1.56009 	1.89206 	
29.82	0.29016 	-0.172508 	0.583995 	-1.89424 	-1.56009 	1.89032 	
29.825	0.290145 	-0.172515 	0.583992 	-1.89207 	-1.5601 	1.88813 	
29.83	0.29013 	-0.172521 	0.583987 	-1.88937 	-1.56011 	1.88541 	
29.835	0.290114 	-0.172527 	0.583981 	-1.88609 	-1.56012 	1.88212 	
29.84	0.290097 	-0.172532 	0.583972 	-1.88225 	-1.56014 	1.87827 	
29.845	0.29008 	-0.172537 	0.583962 	-1.8778 	-1.56015 	1.8738 	
29.85	0.290063 	-0.172541 	0.58395 	-1.87276 	-1.56017 	1.86875 	
29.855	0.290045 	-0.172545 	0.583936 	-1.8671 	-1.56018 	1.86308 	
29.86	0.290027 	-0.172549 	0.583919 	-1.86085 	-1.5602 	1.85683 	
29.865	0.290008 	-0.172552 	0.583901 	-1.85399 	-1.56022 	1.84996 	
29.87	0.28999 	-0.172554 	0.583881 	-1.84655 	-1.56024 	1.84252 	
29.875	0.289971 	-0.172556 	0.583859 	-1.83853 	-1.56026 	1.8345 	
29.88	0.289952 	-0.172557 	0.583836 	-1.82999 	-1.56028 	1.82596 	
29.885	0.289934 	-0.172557 	0.583811 	-1.82097 	-1.5603 	1.81694 	
29.89	0.289915 	-0.172557 	0.583784 	-1.81152 	-1.56033 	1.8075 	
29.895	0.289897 	-0.172557 	0.583757 	-1.80173 	-1.56035 	1.79772 	
29.9	0.289879 	-0.172556 	0.583728 	-1.79165 	-1.56037 	1.78765 	
29.905	0.289861 	-0.172554 	0.583699 	-1.78138 	-1.56039 	1.77738 	
29.91	0.289844 	-0.172552 	0.583669 	-1.77095 	-1.5604 	1.76697 	
29.915	0.289828 	-0.172549 	0.583638 	-1.76043 	-1.56042 	1.75646 	
29.92	0.289812 	-0.172546 	0.583608 	-1.74987 	-1.56044 	1.74591 	
29.925	0.289798 	-0.172542 	0.583577 	-1.73938 	-1.56045 	1.73544 	
29.93	0.289785 	-0.172538 	0.583547 	-1.72911 	-1.56046 	1.72519 	
29.935	0.289772 	-0.172534 	0.583517 	-1.71914 	-1.56047 	1.71523 	
29.94	0.289761 	-0.172529 	0.583489 	-1.70958 	-1.56048 	1.70569 	
29.945	0.289752 	-0.172524 	0.583461 	-1.70042 	-1.56049 	1.69655 	
29.95	0.289743 	-0.172519 	0.583435 	-1.69165 	-1.5605 	1.6878 	
29.955	0.289736 	-0.172513 	0.583409 	-1.68324 	-1.56051 	1.67941 	
29.96	0.289733 	-0.172507 	0.583388 	-1.67656 	-1.56051 	1.67275 	
29.965	0.289732 	-0.172501 	0.583369 	-1.67107 	-1.56051 	1.66728 	
29.97	0.289733 	-0.172495 	0.583354 	-1.6666 	-1.56051 	1.66284 	
29.975	0.289736 	-0.172489 	0.583341 	-1.66305 	-1.56052 	1.65931 	
29.98	0.289741 	-0.172482 	0.58333 	-1.66029 	-1.56052 	1.65657 	
29.985	0.289747 	-0.172475 	0.583321 	-1.65823 	-1.56052 	1.65452 	
29.99	0.289754 	-0.172469 	0.583313 	-1.65676 	-1.56052 	1.65308 	
29.995	0.289763 	-0.172462 	0.583307 	-1.6558 	-1.56052 	1.65214 	
30	0.289772 	-0.172455 	0.583302 	-1.65526 	-1.56051 	1.65162 	
30.005	0.289782 	-0.172448 	0.583297 	-1.65511 	-1.56051 	1.65149 	
30.01	0.289792 	-0.172441 	0.583294 	-1.65532 	-1.56051 	1.65172 	
30.015	0.289804 	-0.172434 	0.583292 	-1.65586 	-1.56051 	1.65229 	
30.02	0.289816 	-0.172427 	0.58329 	-1.65671 	-1.56051 	1.65316 	
30.025	0.289828 	-0.17242 	0.58329 	-1.65785 	-1.56051 	1.65431 	
30.03	0.289841 	-0.172413 	0.58329 	-1.65924 	-1.56051 	1.65573 	
30.035	0.289854 	-0.172406 	0.58329 	-1.66088 	-1.5605 	1.65739 	
30.04	0.289867 	-0.1724 	0.583292 	-1.6628 	-1.5605 	1.65933 	
30.045	0.289881 	-0.172393 	0.583294 	-1.66501 	-1.5605 	1.66156 	
30.05	0.289896 	-0.172386 	0.583297 	-1.66753 	-1.5605 	1.6641 	
30.055	0.28991 	-0.17238 	0.583301 	-1.67034 	-1.5605 	1.66693 	
30.06	0.289925 	-0.172374 	0.583306 	-1.67342 	-1.56049 	1.67003 	
30.065	0.289941 	-0.172368 	0.583312 	-1.67674 	-1.56049 	1.67336 	
30.07	0.289956 	-0.172362 	0.583318 	-1.68028 	-1.56049 	1.67692 	
30.075	0.289972 	-0.172356 	0.583325 	-1.68404 	-1.56048 	1.6807 	
30.08	0.289987 	-0.172351 	0.583333 	-1.68809 	-1.56048 	1.68476 	
30.085	0.290003 	-0.172345 	0.583342 	-1.69242 	-1.56047 	1.6891 	
30.09	0.290019 	-0.17234 	0.583352 	-1.69709 	-1.56047 	1.69379 	
30.095	0.290036 	-0.172336 	0.583363 	-1.7021 	-1.56046 	1.69881 	
30.1	0.290052 	-0.172332 	0.583375 	-1.70746 	-1.56046 	1.70417 	
30.105	0.290068 	-0.172328 	0.583388 	-1.71317 	-1.56045 	1.7099 	
30.11	0.290084 	-0.172325 	0.583403 	-1.71923 	-1.56044 	1.71596 	
30.115	0.2901 	-0.172323 	0.583419 	-1.72565 	-1.56044 	1.72239 	
30.12	0.290116 	-0.172321 	0.583436 	-1.73243 	-1.56043 	1.72917 	
30.125	0.290132 	-0.17232 	0.583454 	-1.73952 	-1.56042 	1.73627 	
30.13	0.290147 	-0.172319 	0.583474 	-1.7469 	-1.56041 	1.74364 	
30.135	0.290162 	-0.172319 	0.583494 	-1.75447 	-1.5604 	1.75121 	
30.14	0.290177 	-0.172319 	0.583515 	-1.76216 	-1.56038 	1.75889 	
30.145	0.290191 	-0.17232 	0.583536 	-1.76991 	-1.56037 	1.76664 	
30.15	0.290204 	-0.172322 	0.583558 	-1.77769 	-1.56036 	1.77441 	
30.155	0.290216 	-0.172324 	0.58358 	-1.78544 	-1.56034 	1.78215 	
30.16	0.290228 	-0.172327 	0.583602 	-1.79312 	-1.56033 	1.78982 	
30.165	0.290238 	-0.17233 	0.583624 	-1.80064 	-1.56032 	1.79732 	
30.17	0.290248 	-0.172333 	0.583646 	-1.80796 	-1.5603 	1.80463 	
30.175	0.290256 	-0.172337 	0.583668 	-1.815 	-1.56029 	1.81166 	
30.18	0.290263 	-0.172342 	0.583688 	-1.82173 	-1.56027 	1.81837 	
30.185	0.290269 	-0.172346 	0.583708 	-1.8281 	-1.56026 	1.82472 	
30.19	0.290274 	-0.172351 	0.583727 	-1.8341 	-1.56025 	1.83071 	
30.195	0.290278 	-0.172356 	0.583745 	-1.83973 	-1.56023 	1.83633 	
30.2	0.290281 	-0.172361 	0.583762 	-1.84502 	-1.56022 	1.8416 	
30.205	0.290282 	-0.172367 	0.583779 	-1.85004 	-1.56021 	1.8466 	
30.21	0.290282 	-0.172373 	0.583796 	-1.85486 	-1.5602 	1.8514 	
30.215	0.290282 	-0.172379 	0.583812 	-1.85951 	-1.56019 	1.85603 	
30.22	0.29028 	-0.172386 	0.583828 	-1.86392 	-1.56018 	1.86041 	
30.225	0.290277 	-0.172393 	0.583843 	-1.86804 	-1.56017 	1.86451 	
30.23	0.290274 	-0.1724 	0.583857 	-1.87177 	-1.56016 	1.86823 	
30.235	0.290269 	-0.172407 	0.583871 	-1.87513 	-1.56015 	1.87157 	
30.24	0.290264 	-0.172414 	0.583883 	-1.87812 	-1.56014 	1.87453 	
30.245	0.290258 	-0.172422 	0.583894 	-1.88077 	-1.56014 	1.87716 	
30.25	0.290251 	-0.172429 	0.583905 	-1.88313 	-1.56013 	1.8795 	
30.255	0.290243 	-0.172436 	0.583914 	-1.8852 	-1.56013 	1.88155 	
30.26	0.290235 	-0.172443 	0.583923 	-1.88697 	-1.56012 	1.88329 	
30.265	0.290226 	-0.172451 	0.583931 	-1.88843 	-1.56012 	1.88473 	
30.27	0.290217 	-0.172458 	0.583938 	-1.8896 	-1.56012 	1.88588 	
30.275	0.290207 	-0.172465 	0.583945 	-1.8905 	-1.56012 	1.88676 	
30.28	0.290197 	-0.172472 	0.58395 	-1.89115 	-1.56012 	1.8874 	
30.285	0.290186 	-0.172479 	0.583955 	-1.89158 	-1.56012 	1.88781 	
30.29	0.290175 	-0.172486 	0.583959 	-1.89178 	-1.56012 	1.88799 	
30.295	0.290164 	-0.172493 	0.583962 	-1.89174 	-1.56012 	1.88793 	
30.3	0.290152 	-0.172499 	0.583965 	-1.89139 	-1.56012 	1.88756 	
30.305	0.290141 	-0.172506 	0.583966 	-1.8907 	-1.56013 	1.88685 	
30.31	0.290128 	-0.172512 	0.583966 	-1.88959 	-1.56013 	1.88572 	
30.315	0.290116 	-0.172518 	0.583965 	-1.88801 	-1.56014 	1.88413 	
30.32	0.290102 	-0.172523 	0.583962 	-1.88599 	-1.56015 	1.8821 	
30.325	0.290089 	-0.172528 	0.583957 	-1.88346 	-1.56016 	1.87956 	
30.33	0.290075 	-0.172533 	0.58395 	-1.88045 	-1.56017 	1.87653 	
30.335	0.290061 	-0.172538 	0.583942 	-1.87689 	-1.56018 	1.87296 	
30.34	0.290047 	-0.172541 	0.583932 	-1.8728 	-1.56019 	1.86887 	
30.345	0.290032 	-0.172545 	0.583921 	-1.86816 	-1.5602 	1.86421 	
30.35	0.290017 	-0.172548 	0.583907 	-1.86297 	-1.56022 	1.85902 	
30.355	0.290002 	-0.17255 	0.583892 	-1.85722 	-1.56024 	1.85326 	
30.36	0.289986 	-0.172552 	0.583875 	-1.85093 	-1.56025 	1.84698 	
30.365	0.289971 	-0.172553 	0.583856 	-1.8441 	-1.56027 	1.84014 	
30.37	0.289955 	-0.172554 	0.583836 	-1.83675 	-1.56029 	1.8328 	
30.375	0.289939 	-0.172554 	0.583813 	-1.82892 	-1.56031 	1.82497 	
30.38	0.289923 	-0.172554 	0.58379 	-1.82061 	-1.56033 	1.81667 	
30.385	0.289908 	-0.172553 	0.583765 	-1.81184 	-1.56035 	1.8079 	
30.39	0.289892 	-0.172552 	0.583738 	-1.80264 	-1.56037 	1.79872 	
30.395	0.289877 	-0.17255 	0.58371 	-1.79309 	-1.56039 	1.78917 	
30.4	0.289862 	-0.172547 	0.583682 	-1.78322 	-1.5604 	1.77932 	
30.405	0.289847 	-0.172544 	0.583652 	-1.77313 	-1.56042 	1.76924 	
30.41	0.289833 	-0.17254 	0.583622 	-1.7629 	-1.56044 	1.75903 	
30.415	0.28982 	-0.172536 	0.583592 	-1.7526 	-1.56045 	1.74875 	
30.42	0.289807 	-0.172532 	0.583561 	-1.74236 	-1.56047 	1.73853 	
30.425	0.289795 	-0.172527 	0.583531 	-1.73221 	-1.56048 	1.7284 	
30.43	0.289785 	-0.172521 	0.583501 	-1.72223 	-1.56049 	1.71844 	
30.435	0.289775 	-0.172515 	0.583471 	-1.71239 	-1.5605 	1.70862 	
30.44	0.289766 	-0.172509 	0.583441 	-1.7027 	-1.56051 	1.69896 	
30.445	0.289759 	-0.172502 	0.583412 	-1.69321 	-1.56052 	1.68949 	
30.45	0.289752 	-0.172495 	0.583383 	-1.68403 	-1.56052 	1.68034 	
30.455	0.289747 	-0.172488 	0.583356 	-1.67526 	-1.56053 	1.67159 	
30.46	0.289743 	-0.17248 	0.58333 	-1.66707 	-1.56053 	1.66343 	
30.465	0.289741 	-0.172473 	0.583305 	-1.65948 	-1.56054 	1.65586 	
30.47	0.28974 	-0.172465 	0.583282 	-1.65254 	-1.56054 	1.64895 	
30.475	0.28974 	-0.172457 	0.583261 	-1.64622 	-1.56054 	1.64266 	
30.48	0.289741 	-0.17245 	0.583242 	-1.64058 	-1.56054 	1.63705 	
30.485	0.289744 	-0.172442 	0.583224 	-1.6356 	-1.56054 	1.6321 	
30.49	0.289748 	-0.172434 	0.583208 	-1.63138 	-1.56054 	1.62789 	
30.495	0.289753 	-0.172427 	0.583195 	-1.62786 	-1.56054 	1.62441 	
30.5	0.289759 	-0.172419 	0.583183 	-1.62509 	-1.56054 	1.62166 	
30.505	0.289766 	-0.172412 	0.583173 	-1.62299 	-1.56054 	1.61958 	
30.51	0.289775 	-0.172404 	0.583166 	-1.62156 	-1.56054 	1.61817 	
30.515	0.289784 	-0.172397 	0.58316 	-1.62078 	-1.56054 	1.61742 	
30.52	0.289795 	-0.17239 	0.583155 	-1.62063 	-1.56054 	1.61729 	
30.525	0.289806 	-0.172384 	0.583153 	-1.62112 	-1.56054 	1.6178 	
30.53	0.289818 	-0.172377 	0.583152 	-1.62221 	-1.56054 	1.61891 	
30.535	0.289831 	-0.172371 	0.583153 	-1.62391 	-1.56053 	1.62062 	
30.54	0.289845 	-0.172365 	0.583156 	-1.62618 	-1.56053 	1.62291 	
30.545	0.289859 	-0.172359 	0.58316 	-1.62904 	-1.56053 	1.62578 	
30.55	0.289874 	-0.172353 	0.583166 	-1.63247 	-1.56053 	1.62923 	
30.555	0.289889 	-0.172348 	0.583174 	-1.63654 	-1.56053 	1.63332 	
30.56	0.289906 	-0.172343 	0.583184 	-1.64125 	-1.56053 	1.63804 	
30.565	0.289922 	-0.172339 	0.583196 	-1.64665 	-1.56052 	1.64345 	
30.57	0.28994 	-0.172335 	0.58321 	-1.6527 	-1.56052 	1.64951 	
30.575	0.289957 	-0.172332 	0.583226 	-1.65939 	-1.56052 	1.65621 	
30.58	0.289976 	-0.172329 	0.583244 	-1.66667 	-1.56051 	1.66349 	
30.585	0.289994 	-0.172326 	0.583264 	-1.67453 	-1.56051 	1.67135 	
30.59	0.290013 	-0.172324 	0.583285 	-1.68293 	-1.5605 	1.67976 	
30.595	0.290032 	-0.172323 	0.583308 	-1.69187 	-1.56049 	1.6887 	
30.6	0.290051 	-0.172322 	0.583333 	-1.7013 	-1.56049 	1.69813 	
30.605	0.29007 	-0.172322 	0.583359 	-1.71118 	-1.56048 	1.70801 	
30.61	0.290089 	-0.172322 	0.583387 	-1.72144 	-1.56046 	1.71826 	
30.615	0.290108 	-0.172323 	0.583416 	-1.73199 	-1.56045 	1.7288 	
30.62	0.290127 	-0.172324 	0.583446 	-1.74277 	-1.56044 	1.73957 	
30.625	0.290145 	-0.172326 	0.583477 	-1.75372 	-1.56042 	1.75051 	
30.63	0.290163 	-0.172328 	0.583508 	-1.76475 	-1.56041 	1.76153 	
30.635	0.29018 	-0.172331 	0.583539 	-1.77581 	-1.56039 	1.77258 	
30.64	0.290197 	-0.172334 	0.583571 	-1.78678 	-1.56037 	1.78353 	
30.645	0.290212 	-0.172338 	0.583603 	-1.79757 	-1.56035 	1.79431 	
30.65	0.290227 	-0.172342 	0.583634 	-1.80805 	-1.56033 	1.80477 	
30.655	0.29024 	-0.172347 	0.583664 	-1.81815 	-1.56031 	1.81485 	
30.66	0.290252 	-0.172352 	0.583693 	-1.82779 	-1.56029 	1.82447 	
30.665	0.290263 	-0.172357 	0.583721 	-1.837 	-1.56026 	1.83367 	
30.67	0.290272 	-0.172363 	0.583749 	-1.84582 	-1.56024 	1.84247 	
30.675	0.29028 	-0.172369 	0.583775 	-1.8543 	-1.56022 	1.85092 	
30.68	0.290287 	-0.172375 	0.583802 	-1.86242 	-1.5602 	1.85902 	
30.685	0.290292 	-0.172382 	0.583827 	-1.87018 	-1.56018 	1.86675 	
30.69	0.290296 	-0.172389 	0.583851 	-1.87745 	-1.56016 	1.87399 	
30.695	0.290298 	-0.172397 	0.583874 	-1.88419 	-1.56014 	1.88072 	
30.7	0.290299 	-0.172404 	0.583896 	-1.89033 	-1.56013 	1.88683 	
30.705	0.290299 	-0.172412 	0.583916 	-1.89587 	-1.56011 	1.89235 	
30.71	0.290297 	-0.172419 	0.583934 	-1.90079 	-1.5601 	1.89724 	
30.715	0.290294 	-0.172427 	0.58395 	-1.90506 	-1.56009 	1.90149 	
30.72	0.290289 	-0.172434 	0.583964 	-1.90872 	-1.56008 	1.90512 	
30.725	0.290283 	-0.172442 	0.583977 	-1.91173 	-1.56007 	1.90811 	
30.73	0.290276 	-0.172449 	0.583988 	-1.91415 	-1.56006 	1.91051 	
30.735	0.290268 	-0.172456 	0.583997 	-1.91597 	-1.56006 	1.91231 	
30.74	0.290259 	-0.172463 	0.584005 	-1.91725 	-1.56005 	1.91357 	
30.745	0.290249 	-0.17247 	0.584011 	-1.91798 	-1.56005 	1.91428 	
30.75	0.290238 	-0.172477 	0.584015 	-1.91821 	-1.56005 	1.91449 	
30.755	0.290226 	-0.172484 	0.584018 	-1.91795 	-1.56006 	1.91421 	
30.76	0.290213 	-0.172491 	0.584019 	-1.91722 	-1.56006 	1.91346 	
30.765	0.2902 	-0.172497 	0.584019 	-1.91606 	-1.56007 	1.91229 	
30.77	0.290186 	-0.172503 	0.584018 	-1.91451 	-1.56007 	1.91072 	
30.775	0.290172 	-0.17251 	0.584016 	-1.91256 	-1.56008 	1.90876 	
30.78	0.290157 	-0.172516 	0.584012 	-1.91017 	-1.56009 	1.90635 	
30.785	0.290141 	-0.172521 	0.584006 	-1.90723 	-1.5601 	1.9034 	
30.79	0.290125 	-0.172526 	0.583999 	-1.90374 	-1.56012 	1.89989 	
30.795	0.290108 	-0.172531 	0.58399 	-1.89961 	-1.56013 	1.89575 	
30.8	0.290091 	-0.172536 	0.583978 	-1.89491 	-1.56015 	1.89104 	
30.805	0.290073 	-0.17254 	0.583965 	-1.88962 	-1.56016 	1.88575 	
30.81	0.290055 	-0.172543 	0.58395 	-1.88381 	-1.56018 	1.87993 	
30.815	0.290037 	-0.172547 	0.583934 	-1.87742 	-1.5602 	1.87353 	
30.82	0.290018 	-0.172549 	0.583915 	-1.87045 	-1.56022 	1.86656 	
30.825	0.289999 	-0.172552 	0.583895 	-1.86287 	-1.56025 	1.85897 	
30.83	0.28998 	-0.172553 	0.583872 	-1.85469 	-1.56027 	1.85079 	
30.835	0.289961 	-0.172554 	0.583848 	-1.84598 	-1.56029 	1.84208 	
30.84	0.289942 	-0.172555 	0.583823 	-1.83682 	-1.56031 	1.83293 	
30.845	0.289922 	-0.172555 	0.583796 	-1.82727 	-1.56034 	1.82338 	
30.85	0.289904 	-0.172555 	0.583768 	-1.81738 	-1.56036 	1.8135 	
30.855	0.289885 	-0.172554 	0.58374 	-1.80718 	-1.56038 	1.80331 	
30.86	0.289866 	-0.172552 	0.58371 	-1.79668 	-1.5604 	1.79282 	
30.865	0.289849 	-0.17255 	0.583679 	-1.78593 	-1.56042 	1.78209 	
30.87	0.289831 	-0.172548 	0.583648 	-1.77502 	-1.56044 	1.77118 	
30.875	0.289815 	-0.172545 	0.583616 	-1.76401 	-1.56046 	1.76019 	
30.88	0.289799 	-0.172541 	0.583584 	-1.75304 	-1.56048 	1.74924 	
30.885	0.289785 	-0.172537 	0.583553 	-1.74221 	-1.56049 	1.73842 	
30.89	0.289771 	-0.172533 	0.583522 	-1.73165 	-1.56051 	1.72788 	
30.895	0.289759 	-0.172528 	0.583491 	-1.72141 	-1.56052 	1.71767 	
30.9	0.289748 	-0.172523 	0.583462 	-1.71155 	-1.56053 	1.70782 	
30.905	0.289739 	-0.172518 	0.583433 	-1.70204 	-1.56054 	1.69833 	
30.91	0.28973 	-0.172512 	0.583406 	-1.69287 	-1.56055 	1.68918 	
30.915	0.289723 	-0.172506 	0.583378 	-1.68404 	-1.56055 	1.68038 	
30.92	0.289718 	-0.172499 	0.583352 	-1.67565 	-1.56056 	1.67202 	
30.925	0.289714 	-0.172492 	0.583327 	-1.66776 	-1.56056 	1.66415 	
30.93	0.289711 	-0.172485 	0.583304 	-1.66054 	-1.56056 	1.65695 	
30.935	0.28971 	-0.172478 	0.583283 	-1.6541 	-1.56057 	1.65054 	
30.94	0.289711 	-0.172471 	0.583264 	-1.64843 	-1.56057 	1.64489 	
30.945	0.289713 	-0.172464 	0.583247 	-1.64357 	-1.56057 	1.64005 	
30.95	0.289717 	-0.172456 	0.583232 	-1.63943 	-1.56057 	1.63594 	
30.955	0.289722 	-0.172449 	0.583219 	-1.63602 	-1.56057 	1.63256 	
30.96	0.289728 	-0.172442 	0.583207 	-1.6333 	-1.56057 	1.62985 	
30.965	0.289735 	-0.172434 	0.583198 	-1.63131 	-1.56057 	1.62789 	
30.97	0.289744 	-0.172427 	0.583191 	-1.63005 	-1.56057 	1.62665 	
30.975	0.289754 	-0.17242 	0.583185 	-1.62957 	-1.56057 	1.62619 	
30.98	0.289765 	-0.172413 	0.583182 	-1.62983 	-1.56056 	1.62647 	
30.985	0.289778 	-0.172407 	0.583181 	-1.6308 	-1.56056 	1.62746 	
30.99	0.289791 	-0.1724 	0.583182 	-1.6324 	-1.56056 	1.62908 	
30.995	0.289805 	-0.172394 	0.583184 	-1.63458 	-1.56056 	1.63128 	
31	0.289819 	-0.172387 	0.583188 	-1.6373 	-1.56056 	1.63401 	
31.005	0.289835 	-0.172381 	0.583193 	-1.64055 	-1.56056 	1.63728 	
31.01	0.289851 	-0.172375 	0.583199 	-1.6443 	-1.56055 	1.64104 	
31.015	0.289868 	-0.17237 	0.583208 	-1.64855 	-1.56055 	1.64531 	
31.02	0.289885 	-0.172364 	0.583217 	-1.65327 	-1.56055 	1.65005 	
31.025	0.289903 	-0.172359 	0.583228 	-1.65846 	-1.56054 	1.65525 	
31.03	0.289921 	-0.172354 	0.58324 	-1.66409 	-1.56054 	1.66089 	
31.035	0.289939 	-0.17235 	0.583254 	-1.67019 	-1.56054 	1.667 	
31.04	0.289958 	-0.172346 	0.583269 	-1.6768 	-1.56053 	1.67362 	
31.045	0.289977 	-0.172342 	0.583286 	-1.68391 	-1.56053 	1.68074 	
31.05	0.289997 	-0.172339 	0.583305 	-1.69154 	-1.56052 	1.68838 	
31.055	0.290016 	-0.172337 	0.583325 	-1.69968 	-1.56051 	1.69652 	
31.06	0.290036 	-0.172334 	0.583347 	-1.70829 	-1.5605 	1.70513 	
31.065	0.290056 	-0.172333 	0.58337 	-1.71732 	-1.56049 	1.71416 	
31.07	0.290075 	-0.172332 	0.583395 	-1.72671 	-1.56048 	1.72355 	
31.075	0.290095 	-0.172331 	0.583421 	-1.7364 	-1.56047 	1.73324 	
31.08	0.290114 	-0.172331 	0.583448 	-1.74633 	-1.56046 	1.74316 	
31.085	0.290133 	-0.172332 	0.583475 	-1.75642 	-1.56044 	1.75325 	
31.09	0.290151 	-0.172333 	0.583503 	-1.76659 	-1.56042 	1.76341 	
31.095	0.290169 	-0.172335 	0.583532 	-1.77679 	-1.56041 	1.7736 	
31.1	0.290185 	-0.172337 	0.58356 	-1.78692 	-1.56039 	1.78372 	
31.105	0.290201 	-0.17234 	0.583589 	-1.79694 	-1.56037 	1.79372 	
31.11	0.290216 	-0.172343 	0.583617 	-1.80674 	-1.56035 	1.80351 	
31.115	0.290229 	-0.172347 	0.583646 	-1.81627 	-1.56033 	1.81302 	
31.12	0.290242 	-0.172351 	0.583673 	-1.82542 	-1.56031 	1.82215 	
31.125	0.290253 	-0.172356 	0.583699 	-1.83416 	-1.56029 	1.83088 	
31.13	0.290262 	-0.172361 	0.583725 	-1.84249 	-1.56027 	1.83919 	
31.135	0.29027 	-0.172366 	0.58375 	-1.85045 	-1.56025 	1.84713 	
31.14	0.290277 	-0.172372 	0.583774 	-1.85811 	-1.56023 	1.85477 	
31.145	0.290282 	-0.172378 	0.583798 	-1.86548 	-1.56022 	1.86212 	
31.15	0.290287 	-0.172385 	0.583821 	-1.87256 	-1.5602 	1.86918 	
31.155	0.290289 	-0.172392 	0.583844 	-1.87924 	-1.56018 	1.87583 	
31.16	0.290291 	-0.172399 	0.583865 	-1.88547 	-1.56016 	1.88203 	
31.165	0.290291 	-0.172407 	0.583885 	-1.89114 	-1.56015 	1.88768 	
31.17	0.290289 	-0.172414 	0.583904 	-1.89628 	-1.56013 	1.8928 	
31.175	0.290286 	-0.172422 	0.583921 	-1.90088 	-1.56012 	1.89737 	
31.18	0.290282 	-0.172429 	0.583937 	-1.90497 	-1.56011 	1.90144 	
31.185	0.290277 	-0.172437 	0.583951 	-1.90854 	-1.5601 	1.90499 	
31.19	0.290271 	-0.172445 	0.583964 	-1.9116 	-1.56009 	1.90802 	
31.195	0.290264 	-0.172452 	0.583976 	-1.91409 	-1.56008 	1.91049 	
31.2	0.290255 	-0.17246 	0.583985 	-1.91605 	-1.56008 	1.91243 	
31.205	0.290246 	-0.172468 	0.583994 	-1.91746 	-1.56008 	1.91382 	
31.21	0.290236 	-0.172475 	0.584 	-1.91839 	-1.56007 	1.91472 	
31.215	0.290224 	-0.172482 	0.584005 	-1.91885 	-1.56007 	1.91517 	
31.22	0.290213 	-0.172489 	0.584009 	-1.91889 	-1.56008 	1.91519 	
31.225	0.2902 	-0.172496 	0.584012 	-1.9185 	-1.56008 	1.91478 	
31.23	0.290187 	-0.172503 	0.584013 	-1.9177 	-1.56008 	1.91396 	
31.235	0.290173 	-0.172509 	0.584013 	-1.91649 	-1.56009 	1.91272 	
31.24	0.290159 	-0.172516 	0.584012 	-1.91487 	-1.5601 	1.91109 	
31.245	0.290144 	-0.172522 	0.58401 	-1.91282 	-1.56011 	1.90903 	
31.25	0.290129 	-0.172528 	0.584005 	-1.91028 	-1.56012 	1.90647 	
31.255	0.290113 	-0.172534 	0.584 	-1.90724 	-1.56013 	1.90342 	
31.26	0.290097 	-0.172539 	0.583992 	-1.90362 	-1.56014 	1.89978 	
